"br","cum_co2_g","trmt"
7,7.02440101535756,"1"
10,8.19772855689972,"1"
14,0.0845226418471115,"1"
16,7.0629195004942,"1"
1,15.6769879163809,"2"
3,11.664417034452,"2"
11,0.645944391774555,"2"
13,14.4447727865444,"2"
2,19.4435454430281,"3"
4,6.20015424589467,"3"
8,19.228058852478,"3"
9,17.0081410924144,"3"
5,13.1145617834732,"4"
6,18.3162476644747,"4"
12,14.3841446535491,"4"
15,0.0754936380804784,"4"
17,0,"R"
